a 一 一个 每
aback 向后
bad 不好
bad 坏的
badge 徽章
badger 獾
badger 纠缠
badly 非常严重地
badminton 羽毛球
badness 恶劣状态
baffle 阻碍
baffle 挡板
bag 袋子
bag 装入
bagatelle 小玩艺儿
bagdad 巴格达
baghdad 巴格达
bahamas 巴哈马群岛
bahrein 巴林
baikal 贝加尔湖
bail 保释
bail 保释金
bailiff 法警
bailment 保释
bailsman 保释人
bait 放诱饵
bait 诱饵
bake 烘烤
bakehouse 面包店
bakelite 电木
baker 面包师傅
bakery 面包房
baku 巴库
balance 平衡
balanced 平衡
balancer 权衡者
balcony 阳台
bald 秃头
baldachin 锦缎
balderdash 梦呓
baldly 坦率地
bale 捆
bale 跳伞
baleful 有害
bali 巴厘岛
balk 阻碍
balk 梁木
balkan 巴尔干半岛
ball 球
ballad 民谣
balladry 民谣
ballast 压舱物
ballast 供应压舱物
ballbearing 滚珠轴承
ballet 芭蕾舞
ballismus 舞蹈病
ballistic 弹道
ballistics 弹道学
balloon 气球
ballot 投票决定
ballot 选票
balm 香脂
balmy 芬芳
balsam 香液
baltic 巴尔干
baltimore 巴尔的摩
balustrade 栏干
balzac 巴尔扎克
bamako 巴马科
bamboo 竹
ban 禁止
ban 禁令
ban 查禁
banal 平庸
banality 平庸
banana 香蕉
band 结合
band 带
bandage 绷带
bandeau 细带
banderillero 斗牛士
banderol 小旗
bandit 恶棍
bandoline 头油
bandung 万隆
bandwidth 带宽
bandy 议论
baneful 有害
bang 猛击
bangkok 曼谷
bangladesh 孟加拉国
bangle 手镯
bangui 班吉
banish 放逐
banjul 班珠尔
bank 银行
bank 堤
bank 岸
bankbook 银行存折
banker 银行家
bankrupt 破产
bankrupt 破产者
bankruptcy 破产
banner 旗帜
banquet 宴会
banter 嘲弄
baoding 保定
baoji 宝鸡
baotou 包头
baptism 洗礼
baptismal 洗礼
baptize 洗礼
bar 条
bar 键
bar 酒吧间
barb 刺
barbadian 巴巴多斯人
barbados 巴巴多斯
barbarian 野蛮
barbarian 野蛮人
barber 理发师
barcelona 巴塞罗那
bare 裸露
bare 揭露
bargain 交易
bargain 讨价还价
bargainee 买主
barge 冲撞
barge 驳船
barite 重晶石
baritron 重电子
barium 钡
bark 吼叫
barley 大麦
barmen 巴门
barn 谷仓
baroclinic 斜压
barogram 气压记录图
barograph 气压计
barometer 气压计
barometric 气压
baron 男爵
baroscope 气压计
barosphere 气压层
barostat 恒压器
baroswitch 气压转换开关
barotropic 正压
barrack 嘲弄
barrack 兵营
barrage 拦阻
barrage 阻击火网
barranquilla 巴兰基利亚
barrel 桶
barricade 设路障
barricade 路障
barrier 障碍物
barrow 独轮车
barter 出卖
barycenter 重心
baryta 氧化钡
basal 基部
base 基础
base 作为基础
base 为基础
baseball 棒球
baseband 基带
basel 巴塞尔
baseless 没有基础
baseline 基线
basement 底部
bash 猛击
basic 基本
basic 基本原则
basically 基本上
basin 盆
basis 基础
bask 得到享受
basket 篮子
basketball 篮球
basra 巴士拉
bassoon 巴松管
bastard 私生子
baste 疏缝
bastile 巴士底监狱
bat 批文件
bat 球棒
bat 短棍
bat 蝙蝠
bata 巴塔
batch 批
bath 洗澡
bathe 洗澡
bathe 冲洗
bathroom 洗澡间
baton 警棍
battalion 营
battambang 马德望
batten 夹板
batten 加固
batter 撞击
batter 面糊
battery 电池
battery 炮兵连
battik 腊染法
battle 战斗
battlefield 战场
battleground 战场
bauble 小玩意
baulk 阻碍
bavaria 巴伐利亚
bawl 大声喊叫
bay 海湾
bay 狗吠声
bay 月桂
bayonet 刺刀
bazar 市场
bb 传呼
bbc 英国广播公司
be 是
be 有
be 成为
be 正是
be 在于
be 将要
be 正在
be 也于是
beach 拖至岸边
beach 海滩
beachhead 滩头阵地
beacon 灯塔
bead 小珠
beaker 烧杯
beam 电波
beam 播送
beam 横梁
bean 大豆
bear 携带
bear 忍受
bear 熊
bear 产生
beard 胡子
beard 公然反抗
bearer 送信人
bearings 方向
beast 动物
beat 挫败
beaten 打
beaten 挫败
beathoven 贝多芬
beatify 快乐
beating 打
beating 挫败
beau 花花公子
beaut 好漂亮
beautician 美容师
beautiful 美丽
beautiful 美丽的
beautify 美化
beauty 美丽
becalm 停止
because 因为
beckon 招手
become 成为
become 变得
bed 床
bed 底座
bed 种植
bed 苗木
bedaub 弄污
bedeck 点缀
bedehouse 收容所
bedevil 诱惑
bedew 沾湿
bedim 模糊
bedizen 点缀
bedlam 疯人院
bedraggle 沾湿
bedroom 寝室
bedtime 睡觉时间
bee 蜜峰
bee 聚会
beef 牛肉
beelzebub 撒旦
beer 啤酒
befall 发生
befall 遭遇到
befit 适宜于
before 在
before 以前
befoul 染污
befriend 以朋友相待
beg 请求
beg 乞求
beget 带来
beggar 乞丐
begin 开始
beginner 开创者
beginning 开始
beginning 开端
begrime 染污
begrudge 吝舍
behalf 利益
behave 行为表现
behavioral 行为
behaviour 行为
behead 处以斩首
behemoth 庞然大物
behind 在
behoove 适宜
behove 适宜
beijing 北京
beira 贝拉
beirut 贝鲁特
bejewel 饰以珠宝
belabour 痛打
belay 环绕
belch 喷出
beleaguer 围困
belfast 贝尔法斯特
belgian 比利时人
belgian 比利时
belgium 比利时
belgrade 贝尔格莱德
belie 掩饰
belief 信念
believe 相信
bell 铃
bellow 大声吼叫
belly 肚子
belly 鼓起
belong 属于
belongings 财产
belorussia 白俄罗斯
below 在
below 下面
below 之下
belt 地带
bemoan 悲痛
bench 长凳
bench 工作台
benchmark 水准
bend 折弯
bend 弯曲
beneath 在
beneficial 有益
benefit 有助于
benefit 利益
bengal 孟加拉
bengalee 孟加拉
benign 良性
benin 贝宁
bentonite 皂土
benxi 本溪
benzene 苯
benzine 挥发油
bequeath 遗留
berate 严责
berbera 伯贝拉
bereave 夺去
bereavement 丧亲之痛
beret 贝雷帽
bergen 卑尔根
beriberi 脚气
bering 白令
berkeley 伯克利
berkelium 锫
berlin 柏林
bermuda 百慕大
berne 伯尔尼
berth 安置
berth 铺位
beryllia 氧化铍
beryllium 铍
beseech 恳求
beset 困扰
beside 在
besides 此外
besides 除
besiege 包围
besmear 染污
besmirch 染污
bespangle 装饰金属片
bespatter 染污
bespeak 预订
best 最好
best 充分地
bestir 激励
bestow 授与
bestrew 撒布
bestride 骑
bet 打赌
bet 赌注
betatron 电子回旋加速器
betoken 预示
betray 出卖
betrayal 背叛
betrayer 背叛者
better 好
betterment 改良
betting 赌博
between 在
bevaer 海狸
bewail 哀伤
beware 注意
bewilder 迷惑
bewitch 迷惑
beyond 在
bhutan 不丹
bhutanese 不丹人
bhutanese 不丹
biannual 一年两次
bias 偏见
bias 偏向
biaxial 二轴
bib 痛饮
bib 围嘴
bible 经典
bibliography 文献
bicron 毫微米
bicrystal 双晶
bicycle 骑车
bicycle 自行车
bid 投标
bid 支付
bid 命令
biennial 两年一次
bifilar 双股
bifluoride 二氧化物
bifurcate 分叉
bifurcation 分歧
big 大
big 大的
bight 曲线
bigrid 双栅极
biharmonic 双调和
bikini 比基尼
bilateral 双边
bilbao 毕尔巴鄂
bile 愤怒
bile 胆汁
bilge 舱底
bilinear 双线性
bilingual 双语
bilithic 双片
bilk 欺骗
bill 宣布
bill 帐单
billet 宿舍
billion 十亿
billow 翻腾
bimetal 双金属片
bimetalic 双金属片
bimodal 双峰
bimonthly 双月
bimonthly 双月刊
bimorph 双压电晶片
bin 贮藏室
bin 二进制文件
binary 二进制
binaural 双耳
bind 固定
bindwood 长春藤
binocular 双筒
binoculars 双筒望远镜
binode 双阳极
binomial 二项式
biochemical 生物化学
biochemics 生物化学
biocide 杀虫剂
bioecology 生态学
bioenergy 生物能
bioethics 生物伦理学
biofeedback 生物反馈
biography 传记
biohazard 生物灾害
biological 生物
biology 生物学
biomass 生物量
biomechanics 生物力学
bionics 仿生学
bionomy 生理学
biophysics 生物物理学
biopsy 活组织检查
biosatellite 生物卫星
biosphere 生物大气层
biostate 生物态
biotic 生命
bipartite 双向
biphase 双相
biplane 双翼飞机
bipolar 双极
bipropellant 双组元推进剂
birch 白桦
bird 鸟
birmingham 伯明翰
birth 诞生
birthday 生日
birthplace 出生地
birthrate 出生率
biscuit 饼干
bisect 对分
bisection 平分
bisector 平分线
bismuth 铋
bissau 比绍
bistable 双稳态
bisulfide 二硫化物
bit 位
bit 一点
bit 少量
bite 咬伤
bite 腐蚀
bite 咬下
bitter 苦味
bitumen 沥青
bivariate 二变量
biweekly 双周
biweekly 半月刊
bizerte 比塞大
blab 胡扯
black 黑色
blackbox 黑盒子
blacken 抹黑
blackguard 流氓
blackmail 讹诈
bladder 救生圈
bladder 膀胱
blame 责备
blanch 变白
bland 温和
blank 空白
blanket 毛毯
blanks 空白
blare 号声
blare 奏鸣
blarney 奉承
blaspheme 污辱
blasphemy 污辱
blast 炸毁
blast 爆炸
blaze 燃烧
blaze 火焰
bleach 漂白
blear 模糊
bleat 叫声
bleat 低声诉说
bleed 流血
blemish 污点
blench 震动
blench 无视
blend 会合
bless 祝福
blether 废话
blether 胡言乱语
blight 破坏
blight 打击
blimp 软式小飞艇
blind 盲目
blind 双目失明
blindness 盲目性
blink 眨眼
blink 忽视
blip 标志
blister 水泡
blister 起泡
bloc 集团
block 障碍
block 阻止
blockage 阻碍
blood 血液
bloodstain 血迹
blot 弄污
blow 炸毁
blow 打击
blue 蓝色
blue 兰
bluff 诈骗
bluff 虚张声势
bluff 悬崖
bluffer 骗子
blunder 失误
blunt 钝
blunt 挫败
blunt 钝器
blur 污点
blur 弄污
blurt 泄露
blush 脸红
bluster 咆哮
bluster 呼啸
board 板
boast 自夸
boast 自吹自擂
boat 小船
boat 划船
bob 往复运动
bob 鲍勃
body 主体
boeing 波音
boggle 犹豫
bogota 波哥大
bohemia 波希米亚
bohemian 波希米亚
bohemian 吉普赛人
bohr 玻耳
boil 沸腾
boil 疮
boil 煮沸
bold 大胆
bolivia 玻利维亚
bolivian 玻利维亚
bolivian 玻利维亚人
bolster 垫子
bolster 支持
bolt 螺栓
bolt 拴住
bomb 炸弹
bomb 轰炸
bombard 炮击
bombardier 投弹手
bombardment 炮击
bombay 孟买
bomber 轰炸机
bombing 轰炸
bond 结合
bond 合同
bondage 约束
bone 剔除
bone 骨
bonn 波恩
boobytrap 诡雷
book 书
book 预订
booklet 小册子
boolean 布尔
boom 繁荣
boost 推进
booster 助推器
boot 导入
boot 靴子
bootes 牧夫座
booth 隔间
bootstrap 依靠自己力量
booty 战利品
borax 硼沙
borborygmus 腹鸣
border 接壤
border 边境
borderline 边界线
bore 海啸
bore 开掘
bore 厌烦
boredom 厌倦
boric 含硼
born 出生
borneo 婆罗洲
boron 硼
borrow 借用
bosom 胸
bosporus 博斯普鲁斯海峡
boss 老板
boston 波士顿
botany 植物学
botch 修补
both 两者都
both 都
both 无论是
bother 打扰
bother 烦扰
botswana 博茨瓦纳
bottle 瓶子
bottle 抑制
bottleneck 瓶颈
bottom 底
boule 台基
boulevard 林荫大道
bounce 弹跳
bound 跳跃
bound 境界
boundary 界线
bounteous 丰裕
bountiful 丰富
bounty 慷慨
bourgeoisie 中产阶级
bow 弯曲
bow 船头
bow 弓
bow 鞠躬
bowdlerize 删除
bowl 碗
bowling 滚木球戏
box 盒子
box 箱
boy 男孩
boycott 抵制
brace 支持
brace 带子
brace 曲柄
bracket 括在一起
bracket 支架
bracket 括弧
bradycardia 心动徐缓
brag 自夸
braid 编织物
braid 编织
brain 人脑
braintrust 智囊团
brainy 有头脑
braise 煮
brake 煞住
brake 制动闸
bran 糠
branch 部门
branch 出现分歧
brand 牌子
brandy 白兰地
brasilia 巴西利亚
brass 黄铜
brave 勇敢
brazil 巴西
brazilian 巴西人
brazilian 巴西
brazzaville 布拉柴维尔
breach 突破
bread 面包
breadboard 试验线路板
breadth 宽度
break 中断
break 休息
break 打破
break 违反
break 间歇
break 破坏
breakdown 崩溃
breakfast 早餐
breakthrough 突破
breakup 瓦解
breast 胸部
breath 呼吸
breathe 发出
breathe 呼吸
breathless 喘不过气来
breech 臀部
breed 饲养
breed 繁殖
breeze 微风吹拂
breeze 微风
bremen 不来梅
brest 布勒斯特
brew 酝酿
bribe 贿赂
bribery 贿赂
brick 用砖堵住
brick 砖
bridge 桥梁
bridge 架桥
bridge 弥合
bridgetown 布里奇顿
bridle 马笼头
bridle 驾驭
brief 作指示
brief 简要
briefing 任务说明
briefing 作出指示
briefly 简要地
brigade 旅
bright 明亮
brighten 生辉
brighton 布赖顿
brilliance 光辉
brim 溢出
brim 边缘
bring 带给
bring 带来
brink 边
bristle 毛骨悚然
bristle 鬃毛
bristol 布里斯托尔
britain 英国
british 英国
british 英国人
brittle 脆
brittleness 脆性
brno 布尔诺
broach 讨论
broach 铁叉
broad 广阔
broadbased 宽广
broadcast 播送
broaden 加宽
broadly 广泛
broadside 宽边
brochure 小册子
broil 烤
broker 经纪人
bromate 溴酸盐
bromide 溴化物
bromine 溴
bronchial 支气管
bronchitis 支气管炎
bronchoscopy 支气管镜术
bronze 青铜
brook 河流
brook 容忍
broom 扫帚
brother 兄弟
brow 眉毛
brow 额
browbeat 威吓
brown 棕色
brown 布朗
browse 浏览
browse 翻阅
browse 吃草
bruise 擦伤
brush 刷
brush 刷子
brussels 布鲁塞尔
brutal 残忍
brutalize 变得残忍
brute 畜生
bubble 成为气泡
bubble 气泡
buccaneer 海盗
bucharest 布加勒斯特
buchenwald 布痕瓦尔德
buck 跳跃
buck 雄鹿
bucket 水桶
bucket 骑马飞奔
buckingham 白金汉宫
buckle 扣住
buckle 扣环
bud 萌芽
bud 蓓蕾
bud 发芽
budapest 布达佩斯
buddha 如来佛
buddhism 佛教
budge 移动
budget 预算
buffalo 布法罗
buffer 缓冲器
buffet 自助餐厅
buffet 打击
bugle 军号
bugler 号手
build 建造
builder 建设者
building 建设
building 建筑物
buildup 成长
bujumbura 布琼布拉
bukhara 布哈拉
bulb 球状物
bulgaria 保加利亚
bulgarian 保加利亚
bulgarian 保加利亚语
bulgarian 保加利亚人
bulge 凸角
bulk 部分
bull 公牛
bulldoze 恐吓
bulldozer 推土机
bullet 子弹
bulletin 公报
bully 恐吓
bump 碰撞
bumper 缓冲器
bunch 捆扎
bunch 串
bundle 捆
bundle 捆扎
bung 塞住
bung 塞子
bungle 办糟
bunker 掩体
bunker 燃料舱
buoy 浮标
buoy 指示
buoyance 浮力
burden 负担
burdensome 负担沉重
bureau 局
bureaucracy 官僚主义
bureaucrat 官僚主义者
burette 滴定管
burgeon 萌芽
burgeon 嫩芽
burgeoning 新兴
burglar 窃贼
burke 避免
burlap 粗帆布
burly 魁梧的
burma 缅甸
burmese 缅甸
burmese 缅甸人
burmese 缅甸语
burn 燃烧
burning 燃烧
burning 燃烧着
burnish 擦亮
burnthrough 烧穿
burrow 洞穴
burrow 掘洞
burst 脉冲
burst 爆发
burundi 布隆迪
bury 埋葬
bus 公共汽车
bus 总线
bush 灌木
bushel 蒲式耳
business 事务
businessman 商人
bust 破产
bustle 匆匆忙忙
busy 繁忙
but 但是
but 除外
butadiene 丁二烯
butane 丁烷
butcher 屠夫
butcher 屠杀
butt 撞击
butter 黄油
butterfly 蝴蝶
button 钮扣
button 扣上
buttress 支柱
buttress 支撑
butyl 丁基
butylene 丁烯
buy 买
buy 购买
buyer 买方
buzz 嗡嗡作响
buzz 逼近
buzz 嗡嗡响声
by 通过
by 至
by 到
by 按
by 按照
by 逐个
by 每
by 被
by 靠
by 用
byebye 再见
byelorussia 白俄罗斯
bygone 过去的事情
bypass 迂回通过
bypass 旁通道
bypath 小路
byproduct 副产品
bystander 旁观者
byte 字节
caaba 圣堂
caac 中国民航
cab 计程车
cab 出租汽车
cabana 小屋
cabane 翼间架
cabaret 卡巴莱
cabin 船舱
cabinet 柜橱
cabinet 内阁
cable 电缆
cable 打电报
cacao 可可
cacophonous 呕哑嘲哳
cad 计算机辅助设计
cadaver 尸体
caddish 粗俗
cadge 乞讨
cadmium 镉
cadmus 卡德摩斯
cadre 干部
caesar 凯撒
caesium 铯
cafe 咖啡
cafeteria 食堂
cage 笼子
cage 关入
cagliari 卡利亚里
cairo 开罗
cajole 引诱
cake 蛋糕
calamity 灾难
calcinate 煅烧
calcination 煅烧
calcine 锻烧
calcium 钙
calculate 计算
calculation 计算
calculator 计算器
calculus 微积分
calcutta 加尔各答
calendar 分类排列
calendar 日历
calender 压光
calender 压光机
cali 卡利
calibrate 校准
calibration 校准
calibre 口径
california 加利福尼亚
californium 锎
call 呼叫
call 调用
call 称为
callao 卡亚俄
caller 呼叫者
calm 平息
calm 平静
caloric 热量
calorie 卡路里
calorific 生热
calorimeter 热量计
calorstat 恒温器
cam 计算机辅助制造
cam 凸轮
camber 拱形
camber 呈拱形
cambodia 柬埔寨
cambridge 剑桥
camel 骆驼
camera 照相机
cameraman 摄影记者
